NEIGHBORHOOD,ADDRESS, SALE_PRICE ,SALE_DATE
UPPER WEST SIDE (96-116),"247 WEST 102ND STREET, 1","412,500",12/16/2019
MIDTOWN WEST,"310 WEST 56TH STREET, 10H","419,000",12/16/2019
HARLEM-EAST,"2279 3 AVENUE, 4C","525,000",12/16/2019
MIDTOWN EAST,"240 EAST 46TH STREET, 1A","540,000",12/16/2019
ALPHABET CITY,"225 EAST 4TH STREET, 17","575,000",12/16/2019
CHELSEA,"181 SEVENTH AVENUE, 6A","620,000",12/16/2019
MURRAY HILL,"35 EAST 38TH STREET, 8E","640,000",12/16/2019
UPPER WEST SIDE (79-96),"317 WEST 87TH STREET, 3E","675,000",12/16/2019
FINANCIAL,"20 WEST STREET, 19F","690,000",12/16/2019
UPPER EAST SIDE (79-96),"401 EAST 86TH STREET, 7E","700,000",12/16/2019
GRAMERCY,"160 EAST 26TH STREET, 6I","732,000",12/16/2019
GREENWICH VILLAGE-CENTRAL,"88 BLEECKER STREET, 6M","785,000",12/16/2019
UPPER WEST SIDE (79-96),"203 WEST 81ST STREET, 1B","786,200",12/16/2019
GRAMERCY,"145 EAST 15TH STREET, 17C","820,000",12/16/2019
WASHINGTON HEIGHTS UPPER,"730 FT WASHINGTON AVENUE, G","832,000",12/16/2019
HARLEM-CENTRAL,"2280 FREDRICK DOUGLASS BL, 3D","845,000",12/16/2019
LOWER EAST SIDE,"457 FDR DRIVE, A1006","890,000",12/16/2019
GREENWICH VILLAGE-CENTRAL,"70 EAST 10TH STREET, 9P","900,000",12/16/2019
UPPER EAST SIDE (79-96),"222 EAST 80TH STREET, 8G","920,000",12/16/2019
UPPER WEST SIDE (79-96),"46 WEST 95TH STREET, 4A","925,000",12/16/2019
CHELSEA,"77 SEVENTH AVENUE, 5P","975,000",12/16/2019
MURRAY HILL,"138 EAST 36TH ST, 4A","997,500",12/16/2019
MIDTOWN EAST,"45 SUTTON PLACE SOUTH, 14D","1,025,000",12/16/2019
CHELSEA,"331 WEST 14TH, 4AB","1,074,500",12/16/2019
MURRAY HILL,"591 3 AVENUE, 4C","1,100,000",12/16/2019
SOHO,"505 GREENWICH STREET, 8G","1,200,000",12/16/2019
MIDTOWN EAST,"400 EAST 56TH STREET, 9G","1,250,000",12/16/2019
FINANCIAL,"99 JOHN STREET, 1609","1,280,000",12/16/2019
GREENWICH VILLAGE-CENTRAL,"40 EAST 9TH STREET, 2F","1,300,000",12/16/2019
GREENWICH VILLAGE-WEST,"13 DOWNING ST, 1/2","1,450,000",12/16/2019
GREENWICH VILLAGE-WEST,"131 WEST 11TH STREET, UNIT2","1,515,000",12/16/2019
KIPS BAY,"300 EAST 40TH STREET, 18B","1,545,000",12/16/2019
GRAMERCY,"200 EAST 21ST STREET, 6B","1,600,000",12/16/2019
GRAMERCY,"225 EAST 19, 502","1,620,000",12/16/2019
UPPER EAST SIDE (79-96),"215 EAST 80TH STREET, 7K","1,734,102",12/16/2019
HARLEM-CENTRAL,"138 WEST 124 STREET, 5B","1,955,000",12/16/2019
CIVIC CENTER,"49-51 CHAMBERS STREET, 12C","2,000,000",12/16/2019
SOHO,"570 BROOME STREET, 14B","2,568,536",12/16/2019
TRIBECA,"467 GREENWICH STREET, UNIT3","2,650,000",12/16/2019
MURRAY HILL,"404 PARK AVENUE SOUTH, 12A","3,150,000",12/16/2019
UPPER EAST SIDE (59-79),"784 PARK AVENUE, 2A","3,300,000",12/16/2019
UPPER EAST SIDE (59-79),"215 EAST 72ND STREET, 4E","3,325,000",12/16/2019
UPPER WEST SIDE (96-116),"245 WEST 99TH STREET, 4B","3,550,000",12/16/2019
GRAMERCY,"200 EAST 21ST STREET, 18A","4,075,255",12/16/2019
UPPER EAST SIDE (59-79),"234 EAST 70TH STREET, PH","4,375,000",12/16/2019
UPPER EAST SIDE (59-79),"200 EAST 66TH STREET, C1603","6,050,000",12/16/2019
GREENWICH VILLAGE-WEST,"99 JANE STREET, 7C","6,210,000",12/16/2019
UPPER WEST SIDE (79-96),"555 WEST END AVENUE, 4E","9,900,000",12/16/2019
HARLEM-UPPER,"555 WEST 148TH STREET, 1B","28,082",12/17/2019
HARLEM-UPPER,"502 WEST 148 STREET, 1B","36,106",12/17/2019
CHELSEA,"140 7TH AVENUE, 20","40,000",12/17/2019
GRAMERCY,"205 EAST 22ND STREET, 4C","255,780",12/17/2019
MIDTOWN EAST,"320 EAST 42ND STREET, 315","330,000",12/17/2019
UPPER WEST SIDE (59-79),"121 WEST 72ND STREET, 16D","350,000",12/17/2019
UPPER WEST SIDE (79-96),"27 WEST 84TH STREET, 4RW","384,000",12/17/2019
INWOOD,"579 WEST 215TH, 7A","390,000",12/17/2019
INWOOD,"57 PARK TERR E, B68","419,000",12/17/2019
JAVITS CENTER,"433 WEST 34, 12D","440,000",12/17/2019
MIDTOWN EAST,"301 EAST 45TH STREET, 19E","450,000",12/17/2019
UPPER WEST SIDE (59-79),"180 WEST END AVENUE, 4P","470,000",12/17/2019
WASHINGTON HEIGHTS LOWER,"790 RIVERSIDE DRIVE, 6H","485,000",12/17/2019
UPPER WEST SIDE (59-79),"165 WEST END AVENUE, 22C","489,000",12/17/2019
WASHINGTON HEIGHTS LOWER,"930 ST NICHOLAS AVENUE, 53","490,000",12/17/2019
WASHINGTON HEIGHTS UPPER,"66 OVERLOOK TERRACE, 3H","490,000",12/17/2019
LOWER EAST SIDE,"212 EAST BROADWAY, G1502","499,999",12/17/2019
GRAMERCY,"210 E 15TH STREET, 8P","520,000",12/17/2019
GRAMERCY,"145 EAST 15TH STREET, 2H","550,000",12/17/2019
FASHION,"36 WEST 35TH STREET, 4F","590,000",12/17/2019
UPPER WEST SIDE (59-79),"170 WEST 74TH STREET, 1201","600,000",12/17/2019
MIDTOWN EAST,"411 EAST 57TH, 4G","605,000",12/17/2019
MURRAY HILL,"155 EAST 34TH STREET, 6J","615,000",12/17/2019
HARLEM-EAST,"1399 PARK AVENUE, 12C","616,248",12/17/2019
FINANCIAL,"99 JOHN STREET, 724","650,000",12/17/2019
UPPER EAST SIDE (59-79),"308 EAST 79TH STREET, 4G","675,000",12/17/2019
WASHINGTON HEIGHTS UPPER,"40 PINEHURST AVENUE, 5B","692,410",12/17/2019
UPPER WEST SIDE (59-79),"246 WEST END AVENUE, 1E","693,000",12/17/2019
HARLEM-WEST,"52 CONVENT AVENUE, 4B","710,739",12/17/2019
LOWER EAST SIDE,"473 FDR DRIVE, K104","720,000",12/17/2019
UPPER WEST SIDE (96-116),"417 RIVERSIDE DRIVE, 7C","725,000",12/17/2019
MIDTOWN WEST,"30 WEST 60TH STREET, 12JN","730,000",12/17/2019
UPPER WEST SIDE (59-79),"12 WEST 72ND STREET, 7K","735,000",12/17/2019
CHELSEA,"356 WEST 23RD STREET, 4A","740,000",12/17/2019
UPPER EAST SIDE (59-79),"308 EAST 79TH ST, 5E","750,000",12/17/2019
GRAMERCY,"142 EAST 16TH STREET, 18D","775,000",12/17/2019
LOWER EAST SIDE,"141 DIVISION STREET, 9","800,000",12/17/2019
UPPER EAST SIDE (79-96),"301 EAST 79TH STREET, 23 L","805,000",12/17/2019
UPPER WEST SIDE (59-79),"1 CENTRAL PARK WEST, 1118","810,000",12/17/2019
EAST VILLAGE,"125 EAST 4TH STREET, 8","820,000",12/17/2019
HARLEM-CENTRAL,"68 BRADHURST AVENUE, 4-N","840,000",12/17/2019
MORNINGSIDE HEIGHTS,"69 TIEMANN PLACE, 30","850,239",12/17/2019
HARLEM-CENTRAL,"362 ST NICHOLAS AVE, 8B","885,000",12/17/2019
UPPER WEST SIDE (79-96),"215 WEST 91ST STREET, 77","900,000",12/17/2019
GREENWICH VILLAGE-CENTRAL,"67 EAST 11TH STREET, 303","920,000",12/17/2019
HARLEM-EAST,"1399 PARK AVENUE, 11A","971,500",12/17/2019
UPPER EAST SIDE (79-96),"1150 PARK AVENUE, 6C","981,000",12/17/2019
MIDTOWN CBD,"721 FIFTH AVENUE, 52C","1,000,000",12/17/2019
MIDTOWN WEST,"106 CENTRAL PARK SOUTH, 20B","1,100,000",12/17/2019
UPPER EAST SIDE (79-96),"333 EAST 79TH STREET, 10Z","1,110,000",12/17/2019
UPPER WEST SIDE (59-79),"357 WEST END AVENUE, 5","1,115,000",12/17/2019
HARLEM-CENTRAL,"300 WEST 135 STREET, 12C","1,195,000",12/17/2019
GRAMERCY,"205 EAST 22ND ST, 4B","1,250,000",12/17/2019
UPPER EAST SIDE (79-96),"1619 THIRD AVENUE, 24H","1,250,000",12/17/2019
MIDTOWN EAST,"236 EAST 47TH STREET, 37E","1,368,333",12/17/2019
CIVIC CENTER,"108 LEONARD STREET, 3J","1,435,932",12/17/2019
UPPER WEST SIDE (79-96),"200 WEST 86TH STREET, 3M","1,489,080",12/17/2019
MURRAY HILL,"425 5 AVENUE, 48E","1,500,000",12/17/2019
UPPER WEST SIDE (79-96),"215 WEST 90TH STREET, 2-F","1,530,000",12/17/2019
LITTLE ITALY,"75 KENMARE STREET, 5H","1,629,200",12/17/2019
TRIBECA,"212 WARREN STREET, 2R","1,789,000",12/17/2019
UPPER WEST SIDE (59-79),"350 W 71ST STREET, 5F","1,817,576",12/17/2019
UPPER WEST SIDE (79-96),"140 RIVERSIDE DRIVE, 17O","1,950,000",12/17/2019
CHELSEA,"555 WEST 23RD STREET, N11C","2,000,000",12/17/2019
TRIBECA,"30 LITTLE WEST STREET, 4F","2,087,413",12/17/2019
UPPER EAST SIDE (79-96),"120 EAST 87TH STREET, R16-E","2,236,728",12/17/2019
UPPER EAST SIDE (79-96),"120 EAST 87TH STREET, R16-F","2,236,728",12/17/2019
CHELSEA,"151 WEST 17TH STREET, 6H","2,310,000",12/17/2019
CIVIC CENTER,"108 LEONARD STREET, 2B","2,550,000",12/17/2019
MIDTOWN CBD,"641 FIFTH AVENUE, 24G","2,550,000",12/17/2019
GRAMERCY,"200 EAST 21ST STREET, 12A","2,750,255",12/17/2019
UPPER WEST SIDE (59-79),"80 RIVERSIDE BOULEVARD, 25D","3,125,000",12/17/2019
UPPER WEST SIDE (59-79),"205 WEST 76TH STREET, 7A","3,220,000",12/17/2019
UPPER WEST SIDE (59-79),"22 RIVERSIDE DRIVE, 14B","4,000,000",12/17/2019
UPPER WEST SIDE (59-79),"22 RIVERSIDE DRIVE, STO-6","4,000,000",12/17/2019
TRIBECA,"148 CHAMBERS STREET, PH","4,150,000",12/17/2019
UPPER EAST SIDE (59-79),"255 EAST 74TH STREET, 28B","4,710,000",12/17/2019
UPPER WEST SIDE (79-96),128 WEST 95TH STREET,"6,500,000",12/17/2019
UPPER EAST SIDE (59-79),235 EAST 72ND STREET,"10,750,000",12/17/2019
UPPER WEST SIDE (79-96),"207 WEST 79TH STREET, 12","11,200,000",12/17/2019
UPPER EAST SIDE (59-79),"795 5TH AVENUE, 1107","12,000,000",12/17/2019
MIDTOWN WEST,"50 WEST 47TH STREET, C3B","1,030",12/18/2019
UPPER WEST SIDE (96-116),"107 WEST 106TH STREET, 4B","177,450",12/18/2019
UPPER WEST SIDE (79-96),"203 WEST 87TH STREET, 44","260,000",12/18/2019
UPPER EAST SIDE (79-96),"19 EAST 88TH STREET, 1C","462,500",12/18/2019
MIDTOWN WEST,"150 WEST 51ST STREET, 19-32","470,000",12/18/2019
TRIBECA,"2 SOUTH END AVENUE, 5O","488,000",12/18/2019
MIDTOWN WEST,"150 WEST 51ST STREET, 20-24","500,000",12/18/2019
UPPER EAST SIDE (79-96),"1056 5TH AVENUE, 1A","500,000",12/18/2019
GREENWICH VILLAGE-WEST,"731 GREENWICH STREET, J38","510,000",12/18/2019
CHELSEA,"255 WEST 23RD STREET, 6AW","530,000",12/18/2019
UPPER WEST SIDE (79-96),"153 WEST 80TH STREET, 5D","569,000",12/18/2019
UPPER EAST SIDE (79-96),"435 EAST 86TH STREET, 3B","575,000",12/18/2019
UPPER WEST SIDE (59-79),"2021 BROADWAY, 16H","618,000",12/18/2019
UPPER EAST SIDE (79-96),"301 EAST 87TH STREET, 15E","625,000",12/18/2019
UPPER EAST SIDE (79-96),"340 EAST 80TH STREET, 7H","630,000",12/18/2019
MORNINGSIDE HEIGHTS,"170 CLAREMONT AVENUE, 19","640,000",12/18/2019
MURRAY HILL,"35 PARK AVENUE, 15B","661,000",12/18/2019
UPPER EAST SIDE (59-79),"224 EAST 60TH STREET, 2B","680,000",12/18/2019
CLINTON,"446 WEST 47TH STREET, 3E","760,000",12/18/2019
UPPER WEST SIDE (96-116),"235 WEST 102ND STREET, 15H","765,000",12/18/2019
UPPER WEST SIDE (79-96),"100 WEST 89TH STREET, 3F","810,000",12/18/2019
HARLEM-EAST,"1399 PARK AVENUE, 11F","877,789",12/18/2019
HARLEM-EAST,"1399 PARK AVENUE, 11E","895,615",12/18/2019
HARLEM-CENTRAL,"1878 ADAM CLAYTON POWELL BOULEVARD, 27","900,000",12/18/2019
MIDTOWN EAST,"211 EAST 46TH STREET, 19H","910,000",12/18/2019
FINANCIAL,"55 WALL STREET, 600","925,000",12/18/2019
UPPER EAST SIDE (79-96),"200 EAST 94TH STREET, 316","935,000",12/18/2019
UPPER EAST SIDE (59-79),"440 EAST 62ND ST, 20E","975,000",12/18/2019
HARLEM-EAST,"1399 PARK AVENUE, 12A","978,938",12/18/2019
HARLEM-EAST,"1399 PARK AVENUE, 8C","985,340",12/18/2019
KIPS BAY,"333 EAST 34TH STREET, 3K","993,000",12/18/2019
UPPER EAST SIDE (79-96),"200 EAST 94TH STREET, 225","997,885",12/18/2019
UPPER WEST SIDE (59-79),"246 WEST END AVENUE, GC","1,040,000",12/18/2019
UPPER WEST SIDE (79-96),"140 RIVERSIDE DRIVE, 7N","1,072,500",12/18/2019
UPPER EAST SIDE (59-79),"524 EAST 72ND STREET, 32B","1,095,000",12/18/2019
UPPER WEST SIDE (59-79),"30 WEST 63RD STREET, 14E","1,145,531",12/18/2019
UPPER WEST SIDE (79-96),"107 WEST 86TH STREET, 11F","1,190,000",12/18/2019
HARLEM-CENTRAL,"309 WEST 118 STREET, 3K","1,200,000",12/18/2019
TRIBECA,"380 RECTOR PLACE, 6A","1,200,000",12/18/2019
GREENWICH VILLAGE-CENTRAL,"115 EAST 9TH STREET, 3C","1,300,000",12/18/2019
ROOSEVELT ISLAND,"551 MAIN STREET, RES","1,304,474",12/18/2019
UPPER EAST SIDE (79-96),"50 EAST 89TH STREET, 11F","1,393,000",12/18/2019
GRAMERCY,"61 LEXINGTON AVENUE, 4D/5D","1,450,000",12/18/2019
UPPER EAST SIDE (59-79),"524 EAST 72ND STREET, 45C","1,688,000",12/18/2019
UPPER EAST SIDE (59-79),"315 E. 72ND ST, 14L","1,760,000",12/18/2019
UPPER EAST SIDE (79-96),"1025 FIFTH AVENUE, 4FN","1,900,000",12/18/2019
GREENWICH VILLAGE-CENTRAL,"37 WEST 12TH STREET, 7G","2,000,000",12/18/2019
MIDTOWN EAST,"400 EAST 56TH STREET, 14N","2,095,000",12/18/2019
UPPER WEST SIDE (96-116),"825 WEST END AVENUE, 11E","2,100,000",12/18/2019
TRIBECA,"30 LITTLE WEST STREET, 27E","2,250,000",12/18/2019
UPPER EAST SIDE (59-79),"750 PARK AVENUE, 6BC","2,325,000",12/18/2019
LOWER EAST SIDE,"250 SOUTH STREET, 53L","2,507,104",12/18/2019
SOHO,"570 BROOME STREET, 19A","3,227,853",12/18/2019
CHELSEA,"130 WEST 17TH STREET, 4N","3,250,000",12/18/2019
TRIBECA,"2 RIVER TERRACE, 11H","4,100,000",12/18/2019
GRAMERCY,"200 EAST 21ST STREET, 19A","4,225,992",12/18/2019
UPPER EAST SIDE (59-79),"1040 LEXINGTON, RES","4,300,000",12/18/2019
HARLEM-CENTRAL,19 WEST 120 STREET,"4,700,000",12/18/2019
UPPER EAST SIDE (96-110),"21 EAST 96TH STREET, 6","4,850,000",12/18/2019
MIDTOWN EAST,340 EAST 58TH STREET,"12,300,000",12/18/2019
GREENWICH VILLAGE-WEST,"155 WEST 11TH STREET, 8A","18,800,000",12/18/2019
UPPER WEST SIDE (79-96),2301 BROADWAY,"37,000,000",12/18/2019
MIDTOWN WEST,562 5 AVENUE,"52,392,598",12/18/2019
MIDTOWN WEST,146 WEST 48TH STREET,"138,770,546",12/18/2019
MIDTOWN WEST,156 WEST 48TH STREET,"138,770,546",12/18/2019
MIDTOWN WEST,160 WEST 48TH STREET,"138,770,546",12/18/2019
MIDTOWN WEST,162 WEST 48TH STREET,"138,770,546",12/18/2019
MIDTOWN WEST,166 WEST 48TH STREET,"138,770,546",12/18/2019
UPPER WEST SIDE (96-116),"2728 BROADWAY, 2D","90,000",12/19/2019
HARLEM-CENTRAL,"145-47 MORNINGSIDE AVENUE, 3F","117,637",12/19/2019
HARLEM-CENTRAL,"676 ST. NICHOLAS AVENUE, 42","205,000",12/19/2019
EAST VILLAGE,"438 EAST 12TH STREET, PKG5","240,825",12/19/2019
WASHINGTON HEIGHTS UPPER,"720 FORT WASHINGTON AVENUE, 3A","347,500",12/19/2019
MIDTOWN EAST,"220 EAST 57TH STREET, 14E","402,800",12/19/2019
UPPER EAST SIDE (79-96),"302 EAST 88TH STREET, 4H","440,000",12/19/2019
CLINTON,"418 W. 46TH ST, 2B","450,000",12/19/2019
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 2M","475,000",12/19/2019
MIDTOWN EAST,"251 EAST 51ST ST, 16H","495,000",12/19/2019
LOWER EAST SIDE,"170 NORFOLK STREET, 1","530,000",12/19/2019
UPPER EAST SIDE (79-96),"300 EAST 95TH STREET, C2","535,000",12/19/2019
MIDTOWN EAST,"225 EAST 46TH STREET, 2G","555,000",12/19/2019
HARLEM-EAST,"346 E 119 ST, 5B","570,000",12/19/2019
KIPS BAY,"343 EAST 30TH STREET, 8-H","575,000",12/19/2019
MIDTOWN WEST,"350 WEST 57TH STREET, 2H","600,000",12/19/2019
UPPER EAST SIDE (79-96),"80 EAST END AVENUE, 7J","605,000",12/19/2019
UPPER WEST SIDE (59-79),"49 WEST 72ND STREET, 11E","613,000",12/19/2019
CHELSEA,"201 WEST 21ST, 10H","620,000",12/19/2019
UPPER EAST SIDE (79-96),"120 EAST 90TH STREET, 8A","638,000",12/19/2019
UPPER WEST SIDE (59-79),"235 WEST 70TH STREET, 2B","645,000",12/19/2019
WASHINGTON HEIGHTS UPPER,"340 HAVEN AVENUE, 6B","675,000",12/19/2019
UPPER WEST SIDE (79-96),"304 WEST 89TH STREET, 4C","680,000",12/19/2019
MIDTOWN WEST,"350 WEST 57TH STREET, 10E","680,600",12/19/2019
ROOSEVELT ISLAND,"531 MAIN STREET, 1411","682,000",12/19/2019
GRAMERCY,"205 THIRD AVENUE, 8F","685,000",12/19/2019
MIDTOWN WEST,"350 WEST 57TH STREET, 3F","725,000",12/19/2019
MIDTOWN EAST,"300 EAST 54 STREET, 16A","750,000",12/19/2019
MURRAY HILL,"67 PARK AVENUE, 9A","760,000",12/19/2019
INWOOD,"72 PARK TERRACE WEST, E89","770,000",12/19/2019
MIDTOWN EAST,"419 EAST 57, 5E","772,500",12/19/2019
LOWER EAST SIDE,"210 EAST BROADWAY, H2007","793,000",12/19/2019
MIDTOWN WEST,"77 WEST 55TH STREET, 10G","840,000",12/19/2019
CLINTON,"505 WEST 43RD STREET, 4C","896,060",12/19/2019
UPPER WEST SIDE (59-79),"220 RIVERSIDE BOULEVARD, 19C","980,000",12/19/2019
MIDTOWN WEST,"333 WEST 56TH STREET, 4F","990,000",12/19/2019
UPPER EAST SIDE (59-79),"50 EAST 72ND STREET, 2D","995,000",12/19/2019
UPPER EAST SIDE (79-96),"18 EAST 84TH STREET, 2A","995,000",12/19/2019
UPPER EAST SIDE (79-96),"229 EAST 79TH STREET, 12D","1,060,000",12/19/2019
FINANCIAL,"20 PINE STREET, 1611","1,150,000",12/19/2019
LOWER EAST SIDE,"250 SOUTH STREET, 8F","1,186,282",12/19/2019
GREENWICH VILLAGE-WEST,"419 BLEECKER STREET, RESD","1,235,000",12/19/2019
ALPHABET CITY,278 EAST 7TH STREET,"1,269,168",12/19/2019
SOHO,"130 WATTS STREET, 4N","1,272,813",12/19/2019
LOWER EAST SIDE,"154 ATTORNEY STREET, 301","1,350,000",12/19/2019
LOWER EAST SIDE,"154 ATTORNEY STREET, R5","1,350,000",12/19/2019
TRIBECA,"200 CHAMBERS STREET, 5G","1,368,880",12/19/2019
UPPER EAST SIDE (59-79),"220 EAST 73RD STREET, 2B","1,375,000",12/19/2019
MIDTOWN EAST,"343 EAST 50TH STREET, 3F","1,393,000",12/19/2019
GRAMERCY,"160 EAST 22ND STREET, 16D","1,500,000",12/19/2019
GREENWICH VILLAGE-CENTRAL,"33 FIFTH AVENUE, 6C","1,500,000",12/19/2019
MIDTOWN EAST,"100 UNITED NATIONS PLAZA, 32E","1,550,000",12/19/2019
UPPER WEST SIDE (96-116),"315 WEST 99TH STREET, PHA","1,585,000",12/19/2019
KIPS BAY,"312 EAST 23RD STREET, 2C/D","1,640,000",12/19/2019
CHELSEA,"420 WEST 25TH STREET, 4D","1,650,000",12/19/2019
UPPER WEST SIDE (59-79),"160 WEST 66TH STREET, 24D","1,690,000",12/19/2019
MIDTOWN EAST,"309 EAST 49TH STREET, 16B","1,705,000",12/19/2019
GREENWICH VILLAGE-WEST,"299 WEST 12TH STREET, 3G","1,775,000",12/19/2019
UPPER WEST SIDE (59-79),"20 WEST 64TH STREET, 34J","1,800,000",12/19/2019
GREENWICH VILLAGE-CENTRAL,"25 5 AVENUE, 3E","1,850,000",12/19/2019
FASHION,"261 W 28 ST, 8E","1,900,000",12/19/2019
UPPER WEST SIDE (59-79),"161 WEST 61ST STREET, 24G","1,955,000",12/19/2019
UPPER WEST SIDE (59-79),"44 WEST 62ND, 31E","2,100,000",12/19/2019
CHELSEA,"151 WEST 17TH STREET, 2H","2,125,000",12/19/2019
CHELSEA,"142 WEST 26TH STREET, 12B","2,300,000",12/19/2019
CIVIC CENTER,"58 THOMAS STREET, 3","2,400,000",12/19/2019
MIDTOWN WEST,"116 CENTRAL PARK SOUTH, 12A","2,475,000",12/19/2019
UPPER WEST SIDE (59-79),"1 WEST END AVENUE, 14H","2,540,000",12/19/2019
FLATIRON,"398 PARK AVENUE SOUTH, 24B","2,600,000",12/19/2019
TRIBECA,"391 BROADWAY, LOFTC","2,703,500",12/19/2019
UPPER WEST SIDE (79-96),"123 WEST 80TH STREET, 3FR4R","2,750,000",12/19/2019
TRIBECA,"70 LITTLE WEST STREET, 25A","2,999,000",12/19/2019
SOHO,"570 BROOME STREET, 21A","3,140,000",12/19/2019
INWOOD,207 DYCKMAN STREET,"3,250,000",12/19/2019
INWOOD,209 DYCKMAN STREET,"3,250,000",12/19/2019
JAVITS CENTER,"553 WEST 30TH STREET, 35C","4,867,394",12/19/2019
SOHO,"570 BROOME STREET, PHA","5,815,000",12/19/2019
CLINTON,689 10TH AVENUE,"8,400,000",12/19/2019
SOHO,"57 GREENE STREET, PH A","9,450,000",12/19/2019
CHELSEA,"227 WEST 17TH STREET, 8AB","9,642,260",12/19/2019
MURRAY HILL,"155 EAST 38TH STREET, STR1","10,000,000",12/19/2019
MURRAY HILL,"155 EAST 38TH STREET, STR2","10,000,000",12/19/2019
LITTLE ITALY,"152 ELIZABETH STREET, 4","11,230,500",12/19/2019
UPPER EAST SIDE (79-96),"150 EAST 85TH STREET, COMM","14,500,000",12/19/2019
MIDTOWN WEST,"220 CENTRAL PARK SOUTH, 66","54,500,000",12/19/2019
UPPER WEST SIDE (59-79),"1965 BROADWAY, 5C","106,700",12/20/2019
HARLEM-CENTRAL,"2460 ADAM CLAYTON POWELL JR BOULEVARD, 5","190,000",12/20/2019
HARLEM-CENTRAL,"50 WEST 112TH STREET, 6B","275,000",12/20/2019
UPPER WEST SIDE (96-116),"615 WEST 113TH STREET, 42","281,000",12/20/2019
UPPER WEST SIDE (96-116),"310 RIVERSIDE DRIVE, 821","375,000",12/20/2019
UPPER EAST SIDE (59-79),"345 EAST 61ST STREET, 4A","379,633",12/20/2019
GRAMERCY,"215 EAST 24TH STREET, 318","400,338",12/20/2019
MIDTOWN EAST,"440 EAST 56TH STREET, 3D","415,000",12/20/2019
UPPER EAST SIDE (59-79),"750 PARK AVE, 12D","430,000",12/20/2019
UPPER EAST SIDE (79-96),"224 EAST 95TH STREET, 2D","458,400",12/20/2019
UPPER EAST SIDE (79-96),"224 EAST 95TH STREET, 1D","458,400",12/20/2019
UPPER EAST SIDE (79-96),"224 EAST 95TH STREET, 1B","458,400",12/20/2019
UPPER EAST SIDE (79-96),"224 EAST 95TH STREET, 4A","458,400",12/20/2019
HARLEM-CENTRAL,"70 WEST 139 STREET, 1H","465,381",12/20/2019
ALPHABET CITY,"630 EAST 14TH STREET, 13","485,000",12/20/2019
CHELSEA,"451 WEST 22ND STREET, 1R","495,000",12/20/2019
UPPER EAST SIDE (59-79),"1420 YORK AVENUE, 6F","522,450",12/20/2019
UPPER EAST SIDE (59-79),"230 EAST 79TH STREET, 10A","540,000",12/20/2019
UPPER EAST SIDE (79-96),"140 EAST 81ST STREET, 4E","550,000",12/20/2019
GREENWICH VILLAGE-WEST,"350 BLEECKER STREET, 2A","560,000",12/20/2019
MIDTOWN WEST,"317 WEST 54TH STREET, 4B","565,000",12/20/2019
FINANCIAL,"40 BROAD STREET, 24C","649,000",12/20/2019
WASHINGTON HEIGHTS UPPER,"40 PINEHURST AVENUE, 5C","697,501",12/20/2019
GREENWICH VILLAGE-CENTRAL,"63 EAST 9TH STREET, 9A","720,000",12/20/2019
GRAMERCY,"201 EAST 25TH STREET, 17B","742,000",12/20/2019
UPPER WEST SIDE (59-79),"155 WEST 71ST ST, 4F","765,000",12/20/2019
HARLEM-EAST,"1399 PARK AVENUE, 8E","812,274",12/20/2019
HARLEM-CENTRAL,"2002 FIFTH AVENUE, 4C","820,000",12/20/2019
HARLEM-EAST,"1399 PARK AVENUE, 10E","820,712",12/20/2019
HARLEM-CENTRAL,"68 BRADHURST AVENUE, 10-V","836,000",12/20/2019
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 25P","840,000",12/20/2019
MANHATTAN VALLEY,"372 CENTRAL PARK WEST, 3Y","875,000",12/20/2019
HARLEM-EAST,"1399 PARK AVENUE, 10F","884,933",12/20/2019
UPPER WEST SIDE (79-96),"565 WEST END AVENUE, 5F","925,000",12/20/2019
UPPER WEST SIDE (59-79),"201 WEST 72ND STREET, 10M","940,000",12/20/2019
HARLEM-EAST,"1399 PARK AVENUE, 7C","984,234",12/20/2019
HARLEM-EAST,"1399 PARK AVENUE, 15A","984,266",12/20/2019
UPPER WEST SIDE (59-79),"100 RIVERSIDE BOULEVARD, 20A","995,000",12/20/2019
CHELSEA,"555 WEST 23RD STREET, N10F","999,000",12/20/2019
UPPER WEST SIDE (59-79),"220 RIVERSIDE BOULEVARD, 4D","999,999",12/20/2019
UPPER WEST SIDE (59-79),"220 RIVERSIDE BOULEVARD, 55","999,999",12/20/2019
MIDTOWN EAST,"435 EAST 57, 3C","1,055,094",12/20/2019
KIPS BAY,"630 1 AVENUE, 23C","1,200,000",12/20/2019
GREENWICH VILLAGE-CENTRAL,"12 EAST 14TH STREET, 5A","1,260,000",12/20/2019
GREENWICH VILLAGE-CENTRAL,"18 EAST 12TH STREET, 2D","1,262,835",12/20/2019
ALPHABET CITY,"253 EAST 7TH STREET, 4B","1,438,003",12/20/2019
CLINTON,"635 WEST 42ND STREET, 22E","1,495,000",12/20/2019
TRIBECA,"39 NORTH MOORE STREET, 1A","1,508,000",12/20/2019
UPPER WEST SIDE (59-79),"1965 BROADWAY, 17F","1,525,000",12/20/2019
CHELSEA,"420 WEST 25TH STREET, 2D","1,650,000",12/20/2019
